Filename,Symmetric Similarity,Cloud Size
office-T0,0.985274752755304,8328
office-T1,0.979284816826753,23427
office-T2,0.975033962964882,30933
office-T3,0.966931785356723,40257
office-T4,0.963716191224704,47427
office-T5,0.963615181661312,54780
office-T6,0.960561630647785,59004
office-T7,0.95462766598267,69972
office-T8,0.945021741048757,84201
office-T9,0.946129993642265,99894
office-T10,0.946410687488426,113967
office-T11,0.94483299147366,131043
office-T12,0.943590054772293,148431
office-T13,0.94327252314101,163482
office-T14,0.942119219856561,179700
office-T15,0.940068489088546,198267
office-T16,0.939460581126039,216339
office-T17,0.938399124770271,230022
office-T18,0.937497007777464,238572
office-T19,0.93725439026149,245931
office-T20,0.93685391452218,253812
office-T21,0.936378302298892,261024
office-T22,0.936321484484283,268314
office-T23,0.93614474485092,270435
office-T24,0.932567379211933,278226
office-T25,0.93281213595236,289233
office-T26,0.932216229937117,294417
office-T27,0.931951113754892,301719
office-T28,0.932998399530091,320094
office-T29,0.931473568561527,336429
office-T30,0.929454591806488,350622
office-T31,0.927224292328356,365175
office-T32,0.924962585474738,377412
office-T33,0.925548583778173,396552
office-T34,0.925336291601486,411756
office-T35,0.925112002495577,418098
office-T36,0.924784521069905,424671
office-T37,0.924554537309813,429597
office-T38,0.924336792059648,434595
office-T39,0.923971440097001,445407
office-T40,0.923425600658635,457323
office-T41,0.923228393336809,468123
office-T42,0.922795509900289,475410
office-T43,0.922220296778945,483501
office-T44,0.921855298795286,493503
office-T45,0.921740749709948,503343
office-T46,0.921476217731741,511395
office-T47,0.921433884105347,522258
office-T48,0.921171546346929,531960
office-T49,0.921181419389988,535677
office-T50,0.921184797180215,538530
office-T51,0.921071512489676,539571
office-T52,0.921075605000693,542820
office-T53,0.921074328828958,547500
office-T54,0.920969912511693,551079
office-T55,0.921071498391317,557337
office-T56,0.920976799306912,562299
office-T57,0.921037825057071,571089
office-T58,0.921258409056777,583140
office-T59,0.921352416857015,594009
office-T60,0.921122221062914,599424
office-T61,0.920994092952922,607023
office-T62,0.921138274536085,620898
office-T63,0.920922358810445,633828
office-T64,0.920820367354448,640776
office-T65,0.920707926267632,644313
office-T66,0.920599389357261,652629
office-T67,0.920769757532635,660327
office-T68,0.920999378640132,673464
office-T69,0.921129334279187,691992
office-T70,0.921583393974518,714483
office-T71,0.921810155431929,735696
office-T72,0.922002121530843,757485
office-T73,0.921655074863412,770325
office-T74,0.921470999233428,777213
office-T75,0.921257796428638,785079
office-T76,0.9211691985953,794289
office-T77,0.921140825871258,803238
office-T78,0.921065466159372,808878
office-T79,0.920865678800034,818865
office-T80,0.920603577469607,829728
office-T81,0.920344305523309,839238
office-T82,0.920191133729727,847653
office-T83,0.920168143231203,851487
office-T84,0.920150718063769,858111
office-T85,0.920091800686398,864468
office-T86,0.920084406821976,868341
office-T87,0.920078769861813,876081
office-T88,0.920117460890068,892290
office-T89,0.914159648874248,903684
office-T90,0.914026643658405,910038
office-T91,0.913905460537432,914850
office-T92,0.911237414716844,921216
office-T93,0.910978084322447,928971
office-T94,0.910840821551877,938901
office-T95,0.91084170042782,951735
office-T96,0.910942190214204,964629
office-T97,0.91079207431402,973563
office-T98,0.910674551939538,981783
office-T99,0.910571505321823,986343
office-T100,0.910516348756874,990075
office-T101,0.910430487414627,996000
office-T102,0.910311277537761,1003683
office-T103,0.910078516968883,1011159
office-T104,0.909877589769912,1020270
office-T105,0.909846722694907,1035426
office-T106,0.909737576008199,1042449
office-T107,0.908181510317071,1053144
office-T108,0.908101492873803,1057554
office-T109,0.908031186229932,1065120
office-T110,0.907960528571297,1071159
office-T111,0.907861794574721,1075725
office-T112,0.907725482082382,1079748
office-T113,0.907622499570704,1082175
office-T114,0.907607404580543,1082778
office-T115,0.90754959030718,1085112
office-T116,0.907371103128932,1087941
office-T117,0.907326101033893,1091295
office-T118,0.907260027166557,1092495
