Unnamed: 0,Filename,Symmetric Similarity,Cloud Size
0,auditorium-T0,0.987978016279251,2550
1,auditorium-T1,0.981711902244183,13563
112,auditorium-T2,0.975872985482791,24081
184,auditorium-T3,0.972401079531328,37614
195,auditorium-T4,0.969926673771372,48780
206,auditorium-T5,0.967861097490717,58377
217,auditorium-T6,0.967139020444839,63867
228,auditorium-T7,0.963926552627583,67458
239,auditorium-T8,0.958915834587803,71085
250,auditorium-T9,0.955531381391485,75666
2,auditorium-T10,0.953101731913015,78525
13,auditorium-T11,0.946784865728336,85095
24,auditorium-T12,0.94574369018745,90561
35,auditorium-T13,0.941496778257346,96936
46,auditorium-T14,0.933134880980952,109467
57,auditorium-T15,0.926558371506544,120135
68,auditorium-T16,0.923660083762862,130767
79,auditorium-T17,0.923934326562464,140880
90,auditorium-T18,0.925303946679289,152439
101,auditorium-T19,0.925521410059629,166962
113,auditorium-T20,0.924710657150119,182937
124,auditorium-T21,0.923872574670643,193518
135,auditorium-T22,0.922603074976904,200538
146,auditorium-T23,0.922078683199885,204687
157,auditorium-T24,0.921812659700387,206772
168,auditorium-T25,0.921775717149603,207267
179,auditorium-T26,0.92170241572014,207702
181,auditorium-T27,0.921154886085974,209565
182,auditorium-T28,0.920441837041732,213033
183,auditorium-T29,0.920059502293014,217587
185,auditorium-T30,0.919740223346358,221697
186,auditorium-T31,0.919272320050945,224214
187,auditorium-T32,0.920061970310264,233019
188,auditorium-T33,0.92058571663135,241311
189,auditorium-T34,0.920746443143789,249378
190,auditorium-T35,0.921214048441643,256830
191,auditorium-T36,0.921377209848,263379
192,auditorium-T37,0.921710406375143,269877
193,auditorium-T38,0.921951861008696,274713
194,auditorium-T39,0.922001934323156,279141
196,auditorium-T40,0.922135775830445,283179
197,auditorium-T41,0.922373882470902,287733
198,auditorium-T42,0.922713792857599,293688
199,auditorium-T43,0.923603738505468,304794
200,auditorium-T44,0.924083076629075,317250
201,auditorium-T45,0.924246256574372,327447
202,auditorium-T46,0.920610105092873,338292
203,auditorium-T47,0.918256026844481,354018
204,auditorium-T48,0.918985484393671,369408
205,auditorium-T49,0.916208968358665,383916
207,auditorium-T50,0.91596418375857,395757
208,auditorium-T51,0.915508220638246,403947
209,auditorium-T52,0.915236915028456,408798
210,auditorium-T53,0.914908779498906,411516
211,auditorium-T54,0.914825737983621,416148
212,auditorium-T55,0.914816813186606,426330
213,auditorium-T56,0.914676578624511,436425
214,auditorium-T57,0.914613846943923,445266
215,auditorium-T58,0.914414758097802,454752
216,auditorium-T59,0.914239301592201,469017
218,auditorium-T60,0.913896938459346,472242
219,auditorium-T61,0.913639695211777,474066
220,auditorium-T62,0.913480787262038,479985
221,auditorium-T63,0.909301996129106,489090
222,auditorium-T64,0.909290290515907,496179
223,auditorium-T65,0.909260913324621,500874
224,auditorium-T66,0.909640960410344,509850
225,auditorium-T67,0.909604824341032,513981
226,auditorium-T68,0.909672195671025,519507
227,auditorium-T69,0.909726010281278,524013
229,auditorium-T70,0.90975627952717,528450
230,auditorium-T71,0.909824763418398,534360
231,auditorium-T72,0.909885452523291,540042
232,auditorium-T73,0.90980800811838,545643
233,auditorium-T74,0.909791652780631,550140
234,auditorium-T75,0.909862226494767,555045
235,auditorium-T76,0.909741818423485,559503
236,auditorium-T77,0.909664270093234,563886
237,auditorium-T78,0.909600584298228,568503
238,auditorium-T79,0.909563117141132,573771
240,auditorium-T80,0.909645139195786,579396
241,auditorium-T81,0.909820251413122,589647
242,auditorium-T82,0.909802503763152,599589
243,auditorium-T83,0.909828894064271,607566
244,auditorium-T84,0.910012451947912,617799
245,auditorium-T85,0.910347266129776,631407
246,auditorium-T86,0.910512538595601,645444
247,auditorium-T87,0.910350155332092,658929
248,auditorium-T88,0.910165003255475,669582
249,auditorium-T89,0.91005339405334,678060
251,auditorium-T90,0.910019434813936,686640
252,auditorium-T91,0.909753430731599,693024
253,auditorium-T92,0.909895106132025,702906
254,auditorium-T93,0.910357298946542,720333
255,auditorium-T94,0.910324698594241,734859
256,auditorium-T95,0.910265092918918,749175
257,auditorium-T96,0.91000974656976,754428
258,auditorium-T97,0.90992122698573,756081
259,auditorium-T98,0.909825693459301,757587
260,auditorium-T99,0.909861374014199,760212
3,auditorium-T100,0.902504014951491,769653
4,auditorium-T101,0.902495107103932,776637
5,auditorium-T102,0.902510769347391,781332
6,auditorium-T103,0.899710445430494,785247
7,auditorium-T104,0.897546570785947,789552
8,auditorium-T105,0.896510915132063,794847
9,auditorium-T106,0.889396976803373,798909
10,auditorium-T107,0.889340012570668,800172
11,auditorium-T108,0.889421797090114,802155
12,auditorium-T109,0.889469963592337,804510
14,auditorium-T110,0.889585498658163,809352
15,auditorium-T111,0.889686529409803,816243
16,auditorium-T112,0.889698946499499,816939
17,auditorium-T113,0.889699906468382,817311
18,auditorium-T114,0.886769450433719,823959
19,auditorium-T115,0.886656505000809,829941
20,auditorium-T116,0.884523460083137,836160
21,auditorium-T117,0.884684432470419,841356
22,auditorium-T118,0.884926671691455,846534
23,auditorium-T119,0.884980921688481,852081
25,auditorium-T120,0.885083773481282,858243
26,auditorium-T121,0.884728276638255,867108
27,auditorium-T122,0.88498586815951,878829
28,auditorium-T123,0.885379759615018,890541
29,auditorium-T124,0.885660819693939,899727
30,auditorium-T125,0.885904032183,911100
31,auditorium-T126,0.88594764145216,918822
32,auditorium-T127,0.885925594613308,926376
33,auditorium-T128,0.885756680394251,933495
34,auditorium-T129,0.885703748858731,939330
36,auditorium-T130,0.88570892765263,944607
37,auditorium-T131,0.885570277658948,948705
38,auditorium-T132,0.885541525282587,953214
39,auditorium-T133,0.885486532590571,959028
40,auditorium-T134,0.88553924589911,967848
41,auditorium-T135,0.885491306165399,978174
42,auditorium-T136,0.885594138455705,982014
43,auditorium-T137,0.885693139547897,988440
44,auditorium-T138,0.885670359006848,995679
45,auditorium-T139,0.885585436272147,1001412
47,auditorium-T140,0.885538128523771,1005978
48,auditorium-T141,0.885442302661239,1012098
49,auditorium-T142,0.885456795119962,1019193
50,auditorium-T143,0.886066709291276,1026543
51,auditorium-T144,0.886125917502954,1032018
52,auditorium-T145,0.886025485830701,1036593
53,auditorium-T146,0.885966813518888,1040115
54,auditorium-T147,0.885865802430196,1044570
55,auditorium-T148,0.885840159322592,1049775
56,auditorium-T149,0.885856461631572,1055448
58,auditorium-T150,0.885937559510162,1061754
59,auditorium-T151,0.886054789823066,1071315
60,auditorium-T152,0.886084873496188,1082628
61,auditorium-T153,0.885959185105331,1093350
62,auditorium-T154,0.885848451333617,1101384
63,auditorium-T155,0.885753221630429,1107093
64,auditorium-T156,0.885670182608713,1112832
65,auditorium-T157,0.885536071033695,1118841
66,auditorium-T158,0.885554785477874,1129029
67,auditorium-T159,0.885574219198535,1137168
69,auditorium-T160,0.88558280238328,1144509
70,auditorium-T161,0.885531481928851,1152753
71,auditorium-T162,0.885438786057205,1158861
72,auditorium-T163,0.885422589566425,1166568
73,auditorium-T164,0.885348181505391,1171344
74,auditorium-T165,0.885280485994767,1175730
75,auditorium-T166,0.885173424139347,1181571
76,auditorium-T167,0.885089086499747,1187784
77,auditorium-T168,0.885120527806535,1195149
78,auditorium-T169,0.885008888422615,1204401
80,auditorium-T170,0.885009015427822,1211295
81,auditorium-T171,0.884992329748974,1216374
82,auditorium-T172,0.884943241198686,1222080
83,auditorium-T173,0.88503696567856,1231044
84,auditorium-T174,0.885272300613387,1244934
85,auditorium-T175,0.885380292788335,1254897
86,auditorium-T176,0.885353767153024,1261704
87,auditorium-T177,0.883864133349045,1249776
88,auditorium-T178,0.883724912776857,1256208
89,auditorium-T179,0.883662325188641,1261797
91,auditorium-T180,0.883659297278164,1265592
92,auditorium-T181,0.883483665915682,1270899
93,auditorium-T182,0.88329554054671,1273821
94,auditorium-T183,0.88324227905179,1275612
95,auditorium-T184,0.883269420575934,1280682
96,auditorium-T185,0.883314442232003,1286973
97,auditorium-T186,0.88337278531839,1292199
98,auditorium-T187,0.883489860487211,1299885
99,auditorium-T188,0.883490654440829,1305225
100,auditorium-T189,0.883471996059675,1308222
102,auditorium-T190,0.883412354305639,1312620
103,auditorium-T191,0.883380165096208,1318851
104,auditorium-T192,0.883164275295635,1323738
105,auditorium-T193,0.883067015936997,1329471
106,auditorium-T194,0.882960643714774,1335522
107,auditorium-T195,0.882909166187078,1343466
108,auditorium-T196,0.883553795978565,1365642
109,auditorium-T197,0.883747447553331,1382424
110,auditorium-T198,0.883575935509064,1392855
111,auditorium-T199,0.883492567027103,1402758
114,auditorium-T200,0.883442198446397,1413519
115,auditorium-T201,0.883401941421301,1425195
116,auditorium-T202,0.883420872114209,1439052
117,auditorium-T203,0.883227070343796,1447197
118,auditorium-T204,0.883040342506014,1460361
119,auditorium-T205,0.882821333928175,1471077
120,auditorium-T206,0.882706807339903,1476837
121,auditorium-T207,0.882684514259972,1484307
122,auditorium-T208,0.882720258104066,1498395
123,auditorium-T209,0.88260605465052,1506834
125,auditorium-T210,0.882662122982862,1517772
126,auditorium-T211,0.882629893561323,1527693
127,auditorium-T212,0.882528967436671,1536948
128,auditorium-T213,0.882164556098593,1550346
129,auditorium-T214,0.882069402291383,1565562
130,auditorium-T215,0.882002953666682,1575432
131,auditorium-T216,0.88198469630572,1585743
132,auditorium-T217,0.879036995302131,1596336
133,auditorium-T218,0.879070417509481,1604169
134,auditorium-T219,0.879059766030995,1612041
136,auditorium-T220,0.87897831085226,1618215
137,auditorium-T221,0.878919879749154,1624875
138,auditorium-T222,0.878872871955338,1630674
139,auditorium-T223,0.878235905551344,1638876
140,auditorium-T224,0.877764170984357,1646832
141,auditorium-T225,0.876351812408882,1655745
142,auditorium-T226,0.876494657901838,1668279
143,auditorium-T227,0.876599281488968,1678155
144,auditorium-T228,0.876610656203083,1684626
145,auditorium-T229,0.876501871902955,1690575
147,auditorium-T230,0.87641691408782,1703394
148,auditorium-T231,0.87630675218969,1715166
149,auditorium-T232,0.876148253890224,1724808
150,auditorium-T233,0.876127410130141,1732812
151,auditorium-T234,0.87616729857524,1744479
152,auditorium-T235,0.876206611668747,1759239
153,auditorium-T236,0.876225029451569,1773657
154,auditorium-T237,0.876276242646255,1788840
155,auditorium-T238,0.87624050668129,1801098
156,auditorium-T239,0.876319659862829,1816398
158,auditorium-T240,0.876190657165736,1827090
159,auditorium-T241,0.876003827994173,1833573
160,auditorium-T242,0.875885628450966,1836837
161,auditorium-T243,0.875399833156448,1842603
162,auditorium-T244,0.873901520082322,1856154
163,auditorium-T245,0.873963443959542,1872897
164,auditorium-T246,0.873802779142509,1888218
165,auditorium-T247,0.873611386510977,1900464
166,auditorium-T248,0.873515254321071,1909560
167,auditorium-T249,0.873420659808292,1917123
169,auditorium-T250,0.873250883271222,1923288
170,auditorium-T251,0.873137652404928,1928544
171,auditorium-T252,0.873079490270087,1932897
172,auditorium-T253,0.873006636440482,1940001
173,auditorium-T254,0.872891649632892,1948452
174,auditorium-T255,0.872753792454778,1955508
175,auditorium-T256,0.872684521988774,1959858
176,auditorium-T257,0.872622618270026,1964778
177,auditorium-T258,0.872614013499561,1968468
178,auditorium-T259,0.872606445940707,1969380
180,auditorium-T260,0.872595730160468,1969797
